"plot","site","region","Xcoord","Ycoord","Zcoord","canton","date","visit","surveyID","observer","municipality","bareground","vegcover","vegheight","herb","woody","sand","gravel","cobble","stone","wood","soil","flat","sloped","steep","canopy","standingdeadwood","lyingdeadwood","branchpile","stonepile","patchiness","comment","achillea","aegopodium","agrimonia","alliaria","allium","anacamptis","anemone","angelica","anthriscus","anthyllis","arctium","artemisia","ajuga","barbarea","bellis","bunias","capsella","cardamine","calystegia","campanula","carex","centaurea","cerastium","chenopodium","cirsium","clinopodium","convolvulus","conyza","coronilla","cornus","corydalis","crataegus","crepis","daucus","dianthus","dipsacus","echium","euonymus","erigeron","erucastrum","epilobium","eupatorium","euphorbia","equisetum","eschscholzia","filipendula","fragaria","frangula","fraxinus","galeopsis","galium","geranium","geum","glechoma","globularia","heracleum","helianthemum","hippocrepis","hypericum","hypochaeris","impatiens","iris","jacobaea","knautia","lamium","lapsana","lathraea","lathyrus","leontodon","lepidium","leucanthemum","lonicera","lotus","ligustum","linaria","lysimachia","lythrum","malva","medicago","melilotus","mentha","muscari","myosotis","nasturtium","oenothera","onobrychis","orchis","origanum","ornihtogalum","papaver","pastinaca","persicaria","picris","pilosella","pimpinella","plantago","potentilla","primula","prunella","prunus","ranunculus","rapistrum","rhinanthus","rosa","rubus","rumex","sanguisorba","salix","salvia","saponaria","scabiosa","scilla","scrophularia","sedum","senecio","silene","solanum","sonchus","spinaea","stachy","taraxacum","thymus","torilis","tragopogon","trifolium","tussilago","valeriana","veronica","verbena","viburnum","vicia","sum genuses","comment4","temp","wind","cloud","shade","distwater","timestart","timestop","comment2","bb1","bb2","bb3","bb4","bb5","bb6","bb7","bb8","bb9","bb10","bb11","bbunID","xylocopa","fieldIDsum","sitebareground","sitevegcover","sitevegheight","siteherb","sitewoody","sitesand","sitegravel","sitecobble","sitestone","sitesoil","siteflat","sitesloped","sitesteep","sitecanopy","sitepatchiness","sitecornis","sitecomment","siteacer","sitecornus","sitecrataegus","siteeuonymus","sitefrangula","sitefraxinus","ligustrum","sitelonicera","siteprunus","siterosa","sitesalix","sitesambucus","siteviburnum"
3,"focal","Aire",2495446,1113810,401,"GE","31.03.2025",1,"F.AI.GE.1.3","G. Egloff","Confignon",30,70,20,100,0,100,0,0,0,NA,0,95,2,3,0,0,0,0,0,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,14.6,3,0,0,300,0.624305555555556,0.642361111111111,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
4,"focal","Aire",2495459,1113802,402,"GE","31.03.2025",1,"F.AI.GE.1.4","G. Egloff","Confignon",5,95,20,95,5,80,5,15,0,NA,0,90,5,5,5,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,11.9,2,0,25,1100,0.505555555555556,0.522222222222222,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
5,"focal","Aire",2495479,1113801,402,"GE","31.03.2025",1,"F.AI.GE.1.5","G. Egloff","Confignon",5,95,20,100,0,60,20,20,0,NA,0,90,10,0,5,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,13.6,2,0,5,0,0.555555555555556,0.572916666666667,"1m2 of plots is standing water, hal fof plot soil is wet",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
6,"focal","Aire",2495519,1113810,402,"GE","31.03.2025",1,"F.AI.GE.1.6","G. Egloff","Confignon",10,90,15,70,30,75,0,5,0,NA,20,45,25,30,30,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,6,NA,11,3,0,50,320,0.48125,0.497222222222222,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
7,"focal","Aire",2495525,1113833,400,"GE","31.03.2025",1,"F.AI.GE.1.7","G. Egloff","Confignon",50,50,30,90,10,100,0,0,0,NA,0,85,15,0,5,0,0,0,0,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,14.8,4,0,0,700,0.6875,0.704166666666667,"strong wind at times",0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
8,"focal","Aire",2495526,1113823,400,"GE","31.03.2025",1,"F.AI.GE.1.8","G. Egloff","Confignon",5,95,25,85,15,95,0,0,5,NA,0,95,5,0,15,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,12.8,3,0,60,0,0.530555555555556,0.545138888888889,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,10,90,15,80,20,80,0,5,0,15,85,5,10,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
1,"control","Scheulte",2597593,1244621,444,"JU","03.04.2025",1,"C.SC.JU.1.1","G. Egloff","Val Terbi",25,75,10,95,5,0,0,0,0,NA,100,100,0,0,40,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18.6,2,5,10,350,0.614583333333333,0.634027777777778,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
2,"control","Scheulte",2597601,1244609,444,"JU","03.04.2025",1,"C.SC.JU.1.2","G. Egloff","Val Terbi",20,80,10,95,5,0,0,0,0,NA,100,95,5,0,10,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17.5,0,5,50,400,0.569444444444444,0.584722222222222,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
3,"control","Scheulte",2597625,1244588,444,"JU","03.04.2025",1,"C.SC.JU.1.3","G. Egloff","Val Terbi",40,60,15,60,40,0,0,0,0,70,30,50,50,0,40,0,0,1,0,1,"branch pile as bareground cover? Would be 70%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,4,NA,19.1,3,5,40,100,0.661111111111111,0.675,NA,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
4,"control","Scheulte",2597636,1244585,444,"JU","03.04.2025",1,"C.SC.JU.1.4","G. Egloff","Val Terbi",5,95,10,80,20,0,0,0,0,NA,100,70,30,0,20,1,6,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12.5,0,5,30,50,0.525,0.539583333333333,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
5,"control","Scheulte",2597647,1244583,445,"JU","03.04.2025",1,"C.SC.JU.1.5","G. Egloff","Val Terbi",10,90,15,80,20,0,0,5,0,NA,95,60,40,0,10,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,18.6,3,5,20,50,0.638888888888889,0.65625,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
6,"control","Scheulte",2597674,1244564,445,"JU","03.04.2025",1,"C.SC.JU.1.6","G. Egloff","Val Terbi",10,90,10,70,30,0,0,0,0,NA,100,50,50,0,15,0,4,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,12.5,1,10,30,100,0.505555555555556,0.520833333333333,NA,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
7,"control","Scheulte",2597681,1244512,445,"JU","03.04.2025",1,"C.SC.JU.1.7","G. Egloff","Val Terbi",5,95,10,80,20,40,0,5,15,NA,40,30,70,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,15.4,0,5,0,0,0.547916666666667,0.563194444444444,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
8,"control","Scheulte",2597681,1244557,445,"JU","03.04.2025",1,"C.SC.JU.1.8","G. Egloff","Val Terbi",5,95,15,95,5,0,0,0,30,NA,70,50,50,0,5,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,17.5,1,5,5,50,0.589583333333333,0.607638888888889,NA,0,0,1,0,0,0,0,0,0,1,0,NA,0,2,5,95,15,70,30,0,0,5,15,80,70,30,0,30,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA
1,"focal","Scheulte",2595329,1245974,416,"JU","02.04.2025",1,"F.SC.JU.1.1","G. Egloff","Courroux",30,70,20,75,25,30,0,10,50,NA,10,100,0,0,5,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,15.9,2,0,15,700,0.656944444444444,0.671527777777778,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
2,"focal","Scheulte",2595336,1245989,416,"JU","02.04.2025",1,"F.SC.JU.1.2","G. Egloff","Courroux",25,75,10,95,5,0,0,0,0,100,0,100,0,0,2,0,0,1,0,1,"branch pile as bareground cover?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15.9,2,0,0,900,0.668055555555556,0.694444444444444,NA,0,0,0,0,0,0,0,0,0,1,0,NA,0,1,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
3,"focal","Scheulte",2595356,1245996,416,"JU","02.04.2025",1,"F.SC.JU.1.3","G. Egloff","Courroux",10,90,20,70,30,70,0,0,0,NA,30,50,50,0,30,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12.2,3,0,30,20,0.53125,0.553472222222222,"lot of lasioglossum, stopped catching",0,0,0,0,0,0,0,0,0,1,0,NA,0,1,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
4,"focal","Scheulte",2595385,1246005,416,"JU","02.04.2025",1,"F.SC.JU.1.4","G. Egloff","Courroux",20,80,20,70,30,2.5,0,0,95,NA,2.5,100,0,0,2,1,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,10.9,3,5,5,1500,0.502083333333333,0.526388888888889,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
5,"focal","Scheulte",2595418,1245990,416,"JU","02.04.2025",1,"F.SC.JU.1.5","G. Egloff","Courroux",1,99,10,90,10,20,0,0,0,NA,80,100,0,0,10,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12.2,4,0,50,600,0.560416666666667,0.576388888888889,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
6,"focal","Scheulte",2595423,1245999,417,"JU","02.04.2025",1,"F.SC.JU.1.6","G. Egloff","Courroux",2,98,10,95,5,45,0,5,5,NA,45,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,14.9,4,0,0,1400,0.608333333333333,0.627777777777778,NA,1,0,0,0,0,0,0,0,0,1,0,NA,0,2,15,85,15,70,30,70,2,6,2,20,84,15,1,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA
